Title,URL,Overview,Category,Sub-Category,Course Type,Skills,Instructors,Rating,Number of viewers,Duration,Level,Softwares
Manage internal warehouse processes in Dynamics 365 Business Central,https://learn.microsoft.com/en-us/training/modules/manage-internal-warehouse-processes/,Do you want to learn how to manage internal warehouse processes in locations where bins are mandatory? This module demonstrates how to move items between bins and how to adjust items. You will also learn how to use bins in production and assembly orders.,Functional Consultant,,,,,,,46 min,Intermediate,Dynamics 365
Manage Microsoft Teams by using Windows PowerShell,https://learn.microsoft.com/en-us/training/modules/manage-microsoft-teams-use-windows-powershell/,This module explains how to use Microsoft Teams PowerShell module to perform tasks such as creating teams and managing user permissions.,Administrator,,,,,,,27 min,Intermediate,Azure
Introduction to Azure Data Lake Storage Gen2,https://learn.microsoft.com/en-us/training/modules/introduction-to-azure-data-lake-storage/,"Data lakes are a core element of data analytics architectures. Azure Data Lake Storage Gen2 provides a scalable, secure, cloud-based solution for data lake storage.",Data Engineer,,,,,,,30 min,Intermediate,Azure
Unlock customer intent with Dynamics 365 Customer Insights - Data,https://learn.microsoft.com/en-us/training/paths/build-customer-insights/,,Functional Consultant,,,,,,,5 hr 25 min,Intermediate,Dynamics 365
Get tips and tricks for teaching MB-920: Microsoft Dynamics 365 Fundamentals (ERP),https://learn.microsoft.com/en-us/training/modules/get-tips-tricks-teach-mb-920-dynamics-365-fundamentals/,"Learn tips and tricks about preparing for your first teaching session, which labs to use, when and how to introduce technical topics, as well as other resources and materials.",Higher Education Educator,,,,,,,33 min,Beginner,Dynamics 365
Implement Azure Container Apps,https://learn.microsoft.com/en-us/training/modules/implement-azure-container-apps/,Learn how Azure Container Apps can help you deploy and manage microservices and containerized apps on a serverless platform that runs on top of Azure Kubernetes Service.,Developer,,,,,,,40 min,Intermediate,Azure
MS-700 Get started with managing Microsoft Teams,https://learn.microsoft.com/en-us/training/paths/get-started-managing-microsoft-teams/,,Administrator,,,,,,,3 hr 36 min,Intermediate,Microsoft 365
Get started with AI Builder prediction,https://learn.microsoft.com/en-us/training/modules/ai-builder-prediction/,Explore how you can use a prediction model to establish the probability of an event to occur based on historical behavior. ,App Maker,,,,,,,24 min,Beginner,Microsoft Power Platform
Analyze the sentiment of text with AI Builder,https://learn.microsoft.com/en-us/training/modules/get-started-with-ai-builder-sentiment-analysis/,Learn about AI Builder Sentiment analysis and how to use it with other Microsoft Power Platform products.,App Maker,,,,,,,28 min,Beginner,Microsoft Power Platform
Introduction to Store operations,https://learn.microsoft.com/en-us/training/modules/retail-introduction-store-operations-assist/,"Learn how the Store operations solution streamlines store processes and equips store associates with tools that help improve customer satisfaction, productivity, and collaboration.",Functional Consultant,,,,,,,16 min,Intermediate,Industry Solutions
Build data analytics solutions using Azure Synapse serverless SQL pools,https://learn.microsoft.com/en-us/training/paths/build-data-analytics-solutions-using-azure-synapse-serverless-sql-pools/,,Data Analyst,,,,,,,3 hr 17 min,Intermediate,Azure
Create business value from AI,https://learn.microsoft.com/en-us/training/modules/create-business-value/,This module is designed to help you plan your AI strategy and adopt an AI-ready culture. It proposes a framework to drive that change in your organization.,Business Owner,,,,,,,28 min,Intermediate,Azure
Migrate consolidate and secure artifacts,https://learn.microsoft.com/en-us/training/modules/migrate-consolidating-secure-artifacts/,"This module details package migration, consolidation, and configuration to secure access to package feeds and artifact repositories.",Administrator,,,,,,,22 min,Advanced,Azure
Request and follow up with product changes in Dynamics 365 Supply Chain Management,https://learn.microsoft.com/en-us/training/modules/request-changes-products-engineering-change-management-supply-chain-management/,"During the life cycle of an engineering product, instances might occur where the product information will need to be updated, removed, or replaced. In this scenario, Engineering Change Management for Dynamics 365 Supply Chain Management provides you with a structured process for making these changes.",Functional Consultant,,,,,,,37 min,Intermediate,Dynamics 365
Power Automate: Automation - Online Workshop,https://learn.microsoft.com/en-us/training/paths/robotic-process-automation-online-workshop/,,App Maker,,,,,,,5 hr 29 min,Beginner,Microsoft Power Platform
Design a SQL Server migration strategy,https://learn.microsoft.com/en-us/training/modules/introduction-data-platform-modernization/,"In this module, you'll learn the phases of a migration and the steps involved to ensure your migration project is executed smoothly. You'll also learn the purpose of data platform modernization and see the benefits it can bring to your organization.",Administrator,,,,,,,32 min,Beginner,Azure
Design emission calculations,https://learn.microsoft.com/en-us/training/modules/sustainability-emissions-calculation/,"This module focuses on performing the emission calculations and reviewing the emission calculations output. You create a new custom factor library, new calculation models, and new calculation profiles.",Business User,,,,,,,1 hr 11 min,Intermediate,Industry Solutions
Set up order to cash in Dynamics 365 Supply Chain Management,https://learn.microsoft.com/en-us/training/modules/set-up-order-cash-supply-chain-management/,"With Dynamics 365 Supply Chain Management, your organization can set up order to cash to streamline and enhance the efficiency of your organization's business processes.",Functional Consultant,,,,,,,1 hr 3 min,Intermediate,Dynamics 365
Purchase Azure savings plan for compute,https://learn.microsoft.com/en-us/training/modules/azure-savings-plan-for-compute/,Purchase Azure savings plan for compute.,Administrator,,,,,,,27 min,Beginner,Azure
Microsoft Cloud for Sovereignty overview,https://learn.microsoft.com/en-us/training/modules/sovereignty-overview/,"Microsoft Cloud for Sovereignty is a solution that enables public sector organizations to deploy workloads in Microsoft Cloud while helping them meet their specific sovereignty, compliance, security, and policy requirements. Microsoft Cloud for Sovereignty helps create software boundaries in the cloud to establish extra protection that public sector organizations require, including the use of hardware-based confidentiality and encryption controls.",Functional Consultant,,,,,,,49 min,Beginner,Industry Solutions
Manage persistent connections to remote computers by using Windows PowerShell sessions,https://learn.microsoft.com/en-us/training/modules/manage-persistent-connections-to-remote-computers/,"This module explains how to establish and manage persistent connections to remote computers, known as Windows PowerShell sessions or PSSessions.",Administrator,,,,,,,34 min,Intermediate,Azure
Build natural language solutions with Azure OpenAI Service,https://learn.microsoft.com/en-us/training/modules/build-language-solution-azure-openai/,This module provides engineers with the skills to begin building apps that integrate with the Azure OpenAI Service.,AI Engineer,,,,,,,57 min,Intermediate,Azure
Manage Windows updates for cloud-connected devices by using the Microsoft Graph PowerShell SDK,https://learn.microsoft.com/en-us/training/modules/manage-windows-updates-cloud-devices/,"Use this module to learn how to manage updates for your cloud-connected Windows devices using the Microsoft Graph PowerShell SDK and the Windows Update for Business deployment service. You'll learn how to enroll and unenroll devices, discover updates, deploy updates, schedule updates, and expedite updates when necessary.",Administrator,,,,,,,39 min,Beginner,Microsoft 365
Create a full stack application by using React and minimal API for ASP.NET Core,https://learn.microsoft.com/en-us/training/modules/build-web-api-minimal-spa/,Learn how to create a full stack application by using React and minimal API for ASP.NET Core.,Developer,,,,,,,40 min,Beginner,Visual Studio Code
Configure and work with e-Commerce in Dynamics 365 Commerce,https://learn.microsoft.com/en-us/training/paths/configure-work-e-commerce/,,Functional Consultant,,,,,,,3 hr 50 min,Intermediate,Dynamics 365
Collaborate with colleagues with staff and PLC teams in Microsoft Teams,https://learn.microsoft.com/en-us/training/modules/collaborate-colleagues-staff-plc-teams-microsoft-teams/,Staff teams and PLC teams in Microsoft Teams facilitate collaboration between professional colleagues and incorporate file sharing and organization.,K-12 Educator,,,,,,,1 hr,Beginner,Microsoft Teams
Preview Azure deployment changes by using what-if,https://learn.microsoft.com/en-us/training/modules/arm-template-whatif/,Preview the effects of your deployments. Understand the types of changes detected by the what-if operation. Deploy your templates using incremental and complete mode.,Developer,,,,,,,20 min,Intermediate,Azure
Use Success by Design for Dynamics 365 solutions,https://learn.microsoft.com/en-us/training/paths/use-success-design/,,Solution Architect,,,,,,,13 hr 40 min,Advanced,Dynamics 365
Configure continuous deployment for container apps,https://learn.microsoft.com/en-us/training/modules/configure-continuous-deployment-container-apps/,This module explores deployment options for containerized apps. It reviews the features of Azure DevOps and examines automated deployments to Container Apps using Azure Pipelines.,DevOps Engineer,,,,,,,44 min,Intermediate,Azure
Purchase fixed assets in Dynamics 365 Business Central,https://learn.microsoft.com/en-us/training/modules/purchase-fixed-assets/,Do you want to know how to post a purchase document for a fixed asset? This module shows how to use purchase invoices to post the acquisition cost to a fixed asset.,Functional Consultant,,,,,,,36 min,Intermediate,Dynamics 365
Develop on a remote machine using SSH in Visual Studio Code,https://learn.microsoft.com/en-us/training/modules/develop-on-remote-machine/,"In this module, you'll learn how to seamlessly develop on a remote machine using the Visual Studio Code Remote - SSH extension. We'll explore how to run and debug code located on a remote machine, while locally using Visual Studio Code's full feature set.",Developer,,,,,,,20 min,Beginner,Visual Studio Code
Use the Sales and Inventory Forecast extension in Dynamics 365 Business Central,https://learn.microsoft.com/en-us/training/modules/use-sales-inventory-forecast-extension/,Do you want to know how to use the sales and inventory forecast to manage inventory? The Sales and Inventory Forecast extension predicts potential sales by using historical data and gives a clear overview of expected stockouts. This module explains how this extension works and how it is set up.,Functional Consultant,,,,,,,37 min,Intermediate,Dynamics 365
Use Azure services to build and deploy apps with .NET Aspire,https://learn.microsoft.com/en-us/training/paths/dotnet-aspire-azure/,,Developer,,,,,,,2 hr 50 min,Intermediate,.NET
MS-700 Prepare the environment for a Microsoft Teams deployment,https://learn.microsoft.com/en-us/training/paths/prepare-environment-for-microsoft-teams-deployment/,,Administrator,,,,,,,3 hr 20 min,Intermediate,Microsoft 365
Engage 21st century learners: Leverage Squigl to improve student engagement and learning outcomes,https://learn.microsoft.com/en-us/training/modules/leverage-squigl-improve-engagement-outcomes/,This module focuses on the impact of engagement on student learning. The module explores digital storytelling and ways to use Squigl to create and deliver captivating content.,K-12 Educator,,,,,,,1 hr 8 min,Intermediate,Microsoft Teams
Caching and performance in Azure storage disks,https://learn.microsoft.com/en-us/training/modules/caching-and-performance-azure-storage-and-disks/,"Moving data as fast as possible is good for business. Learn about disk performance in Azure, how caching can help optimize read and write access to storage, and how to enable caching to help optimize the performance of Azure VM disks.",Developer,,,,,,,44 min,Intermediate,Azure
Implement Azure Backup for SAP HANA workloads on Azure VMs,https://learn.microsoft.com/en-us/training/modules/implement-azure-backup-sap-workloads-azure-virtual-machines/,You learn about using Azure Backup for SAP HANA workloads running on Azure virtual machines.,Administrator,,,,,,,20 min,Intermediate,Azure
Deploy Defender for IoT for OT monitoring,https://learn.microsoft.com/en-us/training/paths/defender-iot-deploy-ot-monitoring/,,Solution Architect,,,,,,,3 hr,Intermediate,Microsoft Defender
Keep students engaged: Build strong student/teacher connections in a remote learning environment,https://learn.microsoft.com/en-us/training/modules/keep-students-engaged-connections-remote-learning/,"Educators learn practical ways to organize their remote learning experience in order to foster strong connections between students and teachers and to keep students engaged. Educators learn to use Microsoft Teams, Stream, and OneNote Class Notebook to engage students and foster connections with the school community from afar.",K-12 Educator,,,,,,,54 min,Beginner,Microsoft Teams
Tune queries in Azure Database for PostgreSQL,https://learn.microsoft.com/en-us/training/modules/tune-queries-azure-database-for-postgresql/,Database management systems (DBMSs) need systems to understand the data and the queries that are running against this data. It's important to understand how performance tuning works and how you can assess performance metrics.,Database Administrator,,,,,,,31 min,Intermediate,Azure
Monitor and troubleshoot an Azure Cosmos DB for NoSQL solution,https://learn.microsoft.com/en-us/training/paths/monitor-troubleshoot-azure-cosmos-db-sql-api-solution/,,Developer,,,,,,,3 hr 15 min,Intermediate,Azure
Get started with making Remote Assist calls,https://learn.microsoft.com/en-us/training/modules/remote-assist/,Learn about the features of Remote Assist and how it can help technicians solve issues quickly.,Functional Consultant,,,,,,,58 min,Intermediate,Dynamics 365
Manage networks with Zero Trust,https://learn.microsoft.com/en-us/training/modules/zero-trust-networks/,"Networks enable us to communicate with everyone, from sharing pictures and video chats to online shopping and banking. Protecting your network from cybercriminals can be demanding as many of us move to hybrid working. A Zero Trust strategy will help to keep your networks safe and your data secure.",Administrator,,,,,,,19 min,Beginner,Microsoft 365
Process purchase order invoices in Dynamics 365 Finance,https://learn.microsoft.com/en-us/training/modules/purchase-order-invoices-finance/,"Through tools like the invoice register, approval journals, and vendor invoices, Dynamics 365 Finance streamlines invoice management, enhances accuracy, and provides flexibility to help meet diverse organizational needs.",Functional Consultant,,,,,,,1 hr 27 min,Intermediate,Dynamics 365
Develop reports with Microsoft Power BI,https://learn.microsoft.com/en-us/training/paths/develop-dynamic-reports-microsoft-power-bi/,,Data Analyst,,,,,,,7 hr 58 min,Intermediate,Microsoft Fabric
Bring anti-racism work to students,https://learn.microsoft.com/en-us/training/modules/bring-anti-racism-work-students/,Educators walk through lessons and theory on how to work with students as they become allies and anti-racists. This is the sixth module in a learning path and is intended to be taken in order in that path.,K-12 Educator,,,,,,,1 hr 35 min,Beginner,OneNote
Enable SharePoint Framework web part configuration with property panes,https://learn.microsoft.com/en-us/training/modules/sharepoint-spfx-web-part-property-pane/,This module will introduce you to using the property pane for client-side web parts created with the SharePoint Framework.,Developer,,,,,,,1 hr 14 min,Intermediate,Microsoft 365
Explore Azure Storage for non-relational data,https://learn.microsoft.com/en-us/training/modules/explore-provision-deploy-non-relational-data-services-azure/,Azure Storage is a core service in Microsoft Azure that is commonly used to store non-relational data.,Administrator,,,,,,,41 min,Beginner,Azure
Manage intelligent recommendations in Dynamics 365 Commerce,https://learn.microsoft.com/en-us/training/paths/manage-intelligent-recommendations-commerce/,,Administrator,,,,,,,2 hr 49 min,Intermediate,Dynamics 365
Optimize query and operation performance in Azure Cosmos DB for NoSQL,https://learn.microsoft.com/en-us/training/paths/optimize-query-performance-azure-cosmos-db-sql-api/,,Developer,,,,,,,1 hr 54 min,Intermediate,Azure
Use Power Apps Test Studio to improve your canvas app,https://learn.microsoft.com/en-us/training/modules/use-test-studio/,"As a canvas app maker, you want to ensure that the quality of your apps remains high as you deploy new versions of them. In this module, you explore how to take advantage of Power Apps Test Studio to build automated tests that support this quality objective.",App Maker,,,,,,,36 min,Beginner,Microsoft Power Platform
SC-300: Implement an Authentication and Access Management solution,https://learn.microsoft.com/en-us/training/paths/implement-authentication-access-management-solution/,,Administrator,,,,,,,4 hr 49 min,Intermediate,Azure
Design an application architecture,https://learn.microsoft.com/en-us/training/modules/design-application-architecture/,Azure Architects are responsible to design and recommend application architectures.,Solution Architect,,,,,,,53 min,Advanced,Azure
Deploy and run a containerized web app with Azure App Service,https://learn.microsoft.com/en-us/training/modules/deploy-run-container-app-service/,Create a Docker image and store it in a repository in Azure Container Registry. Use Azure App Service to deploy a web application based on the Docker image. Configure continuous deployment for the web app by using a webhook that monitors the Docker image for changes.,Developer,,,,,,,46 min,Beginner,Azure
Use databases in a .NET Aspire project,https://learn.microsoft.com/en-us/training/modules/use-databases-dotnet-aspire-app/,"Learn about the database systems that .NET Aspire can connect to using built-in integrations. Then see how to configure connections to, and store data in, relational and nonrelational databases.",Developer,,,,,,,46 min,Intermediate,.NET
Manage software delivery by using a release based workflow on GitHub,https://learn.microsoft.com/en-us/training/modules/release-based-workflow-github/,"Learn to implement a release based workflow on GitHub using project boards, branches, and releases.",DevOps Engineer,,,,,,,1 hr 44 min,Beginner,GitHub
Integrate your project with PWABuilder,https://learn.microsoft.com/en-us/training/modules/integrate-with-pwabuilder/,"Efficiently integrate Progressive Web App (PWA) features into projects using PWABuilder. Master PWA integration using PWABuilder, optimizing user experience, and streamlining development for a polished final product.",Developer,,,,,,,31 min,Beginner,Microsoft Edge
Accessibility: Build the foundation for inclusive learning,https://learn.microsoft.com/en-us/training/courses/accessibility-build-foundation-inclusive-learning/,,K-12 Educator,,,,,,,1 Hour,Beginner,Microsoft 365
Learn about Viva Glint program design,https://learn.microsoft.com/en-us/training/modules/viva-glint-learn-about-viva-glint-program-design/,This module walks you through the fundamental elements of Viva Glint program design. Understanding this methodology is crucial to designing a listening strategy and feedback program that works well for your organization.,Administrator,,,,,,,51 min,Beginner,Microsoft Viva
Use Power Automate for desktop to interact with windows and applications,https://learn.microsoft.com/en-us/training/modules/pad-ui-automation/,"UI interfaces and their components are identified through UI elements, which can be captured and used in UI/Windows-related actions.",App Maker,,,,,,,18 min,Beginner,Microsoft Power Platform
Guided project - Work with variable data in C#,https://learn.microsoft.com/en-us/training/modules/guided-project-work-variable-data-c-sharp/,Demonstrate your ability to develop a console app that implements data formatting and using arrays to deliver a search feature.,Developer,,,,,,,38 min,Beginner,.NET
Set up products for production for discrete manufacturing in Dynamics 365 Supply Chain Management,https://learn.microsoft.com/en-us/training/modules/set-up-products-production-discrete-manufacturing/,"Allocating inventory dimensions, production dimensions, storage dimensions, and tracking dimensions on products for production helps your organization obtain granular tracking and analysis, improved planning and forecasting, enhanced visibility, streamlined operations, and more. With these dimensions, your organization can adapt to diverse requirements, support customization, and enhance overall operational effectiveness.",Functional Consultant,,,,,,,22 min,Intermediate,Dynamics 365
Extract invoice data with AI Builder’s prebuilt model,https://learn.microsoft.com/en-us/training/modules/ai-builder-invoice-processing/,Learn the basics of invoice processing in AI Builder and how it can benefit your organization.,App Maker,,,,,,,10 min,Beginner,Microsoft Power Platform
Customize and configure the Dynamics 365 Field Service Mobile application,https://learn.microsoft.com/en-us/training/modules/configure-field-service-mobile/,"Learn how to customize and configure the Dynamics 365 Field Service Mobile application forms, views, and site map.",Business User,,,,,,,1 hr 5 min,Intermediate,Dynamics 365
Work with fixed assets master data in Dynamics 365 Business Central,https://learn.microsoft.com/en-us/training/modules/fixed-assets-master-data/,Do you want to learn about the fixed assets master data that you can work with in Business Central? This module provides an overview of fixed assets and insurances and prepares you to set up fixed assets in Business Central.,Functional Consultant,,,,,,,22 min,Intermediate,Dynamics 365
Introduction to Azure Data Share,https://learn.microsoft.com/en-us/training/modules/introduction-azure-data-share/,Learn how to use Azure Data Share for securely sending and receiving data to both external organizations or for inter-departmental transfers.,Data Engineer,,,,,,,43 min,Intermediate,Azure
Getting started with Vue CLI and single-file components in Vue.js.,https://learn.microsoft.com/en-us/training/modules/vue-cli-components/,"Although it's possible to create Vue.js applications by using purely JavaScript, most developers need more power and flexibility. By using Vue CLI and single-file components, you can use more robust tooling to enhance the development experience. We'll see how to use Vue CLI to bootstrap an application, and how to create reusable components in Vue.",Student,,,,,,,48 min,Intermediate,Azure
Utilize threat intelligence in Microsoft Sentinel,https://learn.microsoft.com/en-us/training/modules/utilize-threat-intelligence-azure-sentinel/,Learn how the Microsoft Sentinel Threat Intelligence page enables you to manage threat indicators.,Security Operations Analyst,,,,,,,18 min,Intermediate,Azure
Automate Dynamics 365 Customer Voice surveys with Power Automate,https://learn.microsoft.com/en-us/training/modules/automate-customer-voice-surveys/,Create a personalized and automated customer feedback experience by using Microsoft Power Automate.,Functional Consultant,,,,,,,53 min,Intermediate,Dynamics 365
Optimize compute costs on Azure Kubernetes Service (AKS),https://learn.microsoft.com/en-us/training/modules/aks-optimize-compute-costs/,"Explore cost-optimization strategies to use on Azure for your cloud-native application-development process. Azure Kubernetes Service (AKS) offers features that you can use to manage compute costs on your AKS cluster. These features include node autoscaling, AKS spot node pools, and Azure Policy.",Developer,,,,,,,1 hr 2 min,Beginner,Azure
Get tips and tricks for teaching AZ-500 Microsoft Azure Security Technologies,https://learn.microsoft.com/en-us/training/modules/get-tips-tricks-for-teach-az-500-microsoft-azure-security-technologies/,"Learn tips and tricks about preparing for your first teaching session, which labs to use, when and how to introduce technical topics, as well as other resources and materials.",Higher Education Educator,,,,,,,30 min,Advanced,Azure
Microsoft Azure Data Fundamentals: Explore core data concepts,https://learn.microsoft.com/en-us/training/paths/azure-data-fundamentals-explore-core-data-concepts/,,Data Analyst,,,,,,,45 min,Beginner,Azure
TensorFlow fundamentals,https://learn.microsoft.com/en-us/training/paths/tensorflow-fundamentals/,,Data Scientist,,,,,,,4 hr 35 min,Beginner,Azure
Classify endangered bird species with Custom Vision,https://learn.microsoft.com/en-us/training/modules/cv-classify-bird-species/,"As an ornithologist, you study the behavior, physiology, and conservation of birds and bird habitat. Your work often involves surveying, recording, and reporting on bird activity. You want to build a machine learning model that will identify a bird in an image by species, to help with gathering data. In this module, you use Azure AI Custom Vision to create a model to identify species of birds!",Developer,,,,,,,1 hr 2 min,Beginner,Azure
Process mining for the data wrangler,https://learn.microsoft.com/en-us/training/paths/process-mining-data-wrangler/,,Functional Consultant,,,,,,,3 hr 5 min,Beginner,Microsoft Power Platform
Introduction to integrating Dynamics 365 Sales with Dynamics 365 Business Central,https://learn.microsoft.com/en-us/training/modules/integrate-sales-business-central/,Learn about some of the basic requirements to integrate Dynamics 365 Business Central with Dynamics 365 Sales and some of the differences from Dataverse integration.,Functional Consultant,,,,,,,33 min,Intermediate,Dynamics 365
Manage memberships in Fundraising and Engagement,https://learn.microsoft.com/en-us/training/modules/manage-membership-fundraising-engagement/,"Memberships are a way for constituents to participate in, or belong, to a specific membership group. Memberships can be used as another avenue for fundraising or can be non-fee memberships, for example in recognition of major donors.",Business User,,,,,,,17 min,Intermediate,Industry Solutions
Intro to Azure Policy,https://learn.microsoft.com/en-us/training/modules/intro-to-azure-policy/,"This module introduces you to Azure Policy and describes its characteristics, capabilities, and use cases.",Developer,,,,,,,10 min,Beginner,Azure
Set up warehouse tasks in Microsoft Dynamics 365 Business Central,https://learn.microsoft.com/en-us/training/paths/set-up-warehouse-tasks/,,Functional Consultant,,,,,,,4 hr 22 min,Intermediate,Dynamics 365
Transform your business with Microsoft AI,https://learn.microsoft.com/en-us/training/paths/transform-your-business-with-microsoft-ai/,,Business Owner,,,,,,,2 hr 34 min,Beginner,Azure
Set up Teams Assignments LTI® app in learning management systems,https://learn.microsoft.com/en-us/training/courses/set-up-teams-assignments-app-learning-management-systems/,,School Leader,,,,,,,1 Hour,Advanced,Microsoft Teams
Get started with cost accounting in Dynamics 365 Finance,https://learn.microsoft.com/en-us/training/modules/get-started-cost-accounting-dyn365-finance/,"Cost accounting lets you collect data from various sources, such as the general ledger, subledgers, budgets, and statistical information. You can then analyze, summarize, and evaluate cost data so that management can make the best possible decisions for price updates, budgets, cost control, and so on.",Business User,,,,,,,1 hr 25 min,Beginner,Dynamics 365
"Case study: Design security operations, identity, and compliance capabilities",https://learn.microsoft.com/en-us/training/modules/case-study-design-security-operations-identity-compliance-capabilities/,"Apply your cybersecurity architect skills on a real business scenario in the area of security operations, identity, and compliance. You analyze design requirements, answer conceptual and technical questions and design a solution to meet the business needs.",Security Engineer,,,,,,,1 hr 26 min,Advanced,Microsoft Entra
Describe building automation with Microsoft Power Automate,https://learn.microsoft.com/en-us/training/modules/introduction-power-automate/,"Microsoft Power Automate builds process automation. Power Automate allows anyone with knowledge of the business process to create repeatable flows that, when triggered, perform the process for them.",Business Analyst,,,,,,,1 hr 44 min,Beginner,Microsoft Power Platform
Set up VAT in Dynamics 365 Business Central,https://learn.microsoft.com/en-us/training/modules/set-up-vat-dynamics-365-business-central/,"Do you want to know how to set up Value Added Tax (VAT) in Business Central? If so, then this module is for you because it explains how to set up VAT posting groups and set up VAT templates.",Functional Consultant,,,,,,,55 min,Intermediate,Dynamics 365
Set up a Microsoft Copilot Studio agent for voice,https://learn.microsoft.com/en-us/training/modules/pva-voice/,"Not only can agents created in Microsoft Copilot Studio be used in text based scenarios such as SMS and chat conversations with customers, but they can also be used as interactive voice response (IVR). This module explores how to set up a Microsoft Copilot Studio agent to use voice.",Developer,,,,,,,31 min,Intermediate,Microsoft Copilot
Develop applications with Azure OpenAI Service,https://learn.microsoft.com/en-us/training/modules/develop-applications-openai/,This module provides engineers with the skills to begin building an Azure OpenAI Service solution.,AI Engineer,,,,,,,1 hr 2 min,Intermediate,Azure
Set up and build mobile experiences for finance and operations apps,https://learn.microsoft.com/en-us/training/modules/mobile-experiences-finance-operations/,"You use mobile apps almost every day for your social engagements, online banking, and for booking hotels, flights, rental cars, and more. With Microsoft Power Platform and finance and operations apps, you can build and deploy mobile experiences that connect with your data and allow users to use their mobile devices to accomplish tasks like entering expenses.",Functional Consultant,,,,,,,1 hr 43 min,Intermediate,Dynamics 365
Explore Dynamics 365 Customer Insights - Journeys,https://learn.microsoft.com/en-us/training/modules/explore-dynamics-365-marketing/,This module introduces learners to Dynamics 365 Customer Insights - Journeys. Its marketing automation capabilities provide organizations with a solid foundation to design automated customer journeys that help guide and nurture prospects.,Business Owner,,,,,,,51 min,Beginner,Dynamics 365
Configure SIEM security operations using Microsoft Sentinel,https://learn.microsoft.com/en-us/training/paths/configure-security-information-event-management-operations-using-microsoft-sentinel/,,Security Operations Analyst,,,,,,,4 hr 6 min,Intermediate,Azure
Get started with the features in Dynamics 365 Project Operations,https://learn.microsoft.com/en-us/training/paths/get-started-features-project-operations/,,Functional Consultant,,,,,,,13 hr 41 min,Intermediate,Dynamics 365
Introduction to generative AI - Exploring the basics,https://learn.microsoft.com/en-us/training/modules/intro-generative-ai-explore-basics/,This module serves as a guide to understanding the basics of generative AI including its applications. You will be introduced to Microsoft Copilot and the essential skills needed to use Large Language Models (LLMS) efficiently and responsibly.,K-12 Educator,,,,,,,22 min,Beginner,Azure
Get tips and tricks for teaching DP-900 Microsoft Azure Data Fundamentals,https://learn.microsoft.com/en-us/training/modules/get-tips-tricks-teach-dp-900-microsoft-azure-data-fundamentals/,"Learn tips and tricks about preparing for your first teaching session, which labs to use, when and how to introduce technical articles, as well as other resources and materials.",Higher Education Educator,,,,,,,40 min,Beginner,Azure
Validate your Dynamics 365 customer experience analyst skills,https://learn.microsoft.com/en-us/training/paths/validate-your-dynamics-365-customer-experience-analyst-skills/,,Business Analyst,,,,,,,9 hr 6 min,Intermediate,Dynamics 365
Develop apps with the Microsoft Graph Toolkit,https://learn.microsoft.com/en-us/training/paths/m365-msgraph-toolkit/,,Developer,,,,,,,1 hr 31 min,Beginner,Microsoft 365
"Dyslexia Awareness: Part 1, in partnership with Made By Dyslexia",https://learn.microsoft.com/en-us/training/modules/dyslexia-awareness-part-1/,Microsoft and Made By Dyslexia’s shared mission empowers people with dyslexia to reach their potential. This module provides educators and parents essential insight into dyslexia.,K-12 Educator,,,,,,,1 hr 4 min,Beginner,Office 365
Explore remote access,https://learn.microsoft.com/en-us/training/modules/explore-remote-access/,This module explores how Windows clients can connect to resource over public networks using virtual private networks.,Administrator,,,,,,,16 min,Beginner,Windows
SC-200: Perform threat hunting in Microsoft Sentinel,https://learn.microsoft.com/en-us/training/paths/sc-200-perform-threat-hunting-azure-sentinel/,,Security Operations Analyst,,,,,,,2 hr 14 min,Intermediate,Azure
Preprocess data with Data Wrangler in Microsoft Fabric,https://learn.microsoft.com/en-us/training/modules/preprocess-data-with-data-wrangler-microsoft-fabric/,"Data Wrangler serves as a comprehensive tool for preprocessing data. It enables users to clean data, handle missing values, and transform features to build machine learning models.",Data Analyst,,,,,,,1 hr 10 min,Beginner,Microsoft Fabric
Assess deployment readiness,https://learn.microsoft.com/en-us/training/modules/deployment-readiness/,"Discusses some of the tools that you can use to perform detailed assessments of existing deployments, and describes some of the challenges that you may face.",Administrator,,,,,,,32 min,Intermediate,Windows
Advanced event management features in Dynamics 365 Customer Insights - Journeys,https://learn.microsoft.com/en-us/training/modules/advanced-event-management-marketing/,Create and manage new recurring events and event templates in Dynamics 365 Customer Insights - Journeys.,Business User,,,,,,,28 min,Intermediate,Dynamics 365
Integration and interoperability in Microsoft Cloud for Healthcare solution overview,https://learn.microsoft.com/en-us/training/modules/healthcare-interoperability-overview/,"This module provides a foundational description of the integration and interoperability challenges and how Microsoft Cloud for Healthcare can help overcome those challenges. It provides an overview of the integration and interoperability solutions, such as Azure Health Data Services, Data Integration Toolkit, Dataverse Healthcare API, Data Ingestion ARM Template, and Virtual Health Tables.",Business User,,,,,,,34 min,Beginner,Industry Solutions
SQL Server on Linux,https://learn.microsoft.com/en-us/training/paths/sql-server-2017-on-linux/,,Data Engineer,,,,,,,1 hr 44 min,Intermediate,SQL Server
Designing and Implementing Cloud-Native Applications Using Microsoft Azure Cosmos DB,https://learn.microsoft.com/en-us/training/courses/dp-420t00/,,Developer,,,,,,,4 Days,Intermediate,Azure
